title;description;company;job-type;application-url;expiry-date
Group Leader – Structural or Molecular Systems Biology;"About the team/job
The Structural and Computational Biology (SCB) Unit at EMBL Heidelberg pursues an ambitious and cross-disciplinary research program in integrated structural and computational systems biology, bridging between temporal and spatial scales. The SCB Unit seeks to recruit a highly motivated group leader in the area of structural or molecular systems biology to address fundamental questions in life sciences.
Your role
Establish an independent and innovative research programme. The SCB Unit is interested in attracting candidates that pursue experimental or computational approaches, which can contribute to or interface with integrated structural biology. Research areas can be diverse including chemical biology, (high-throughput) biochemistry, biophysics, proteomics, metabolomics, synthetic biology, modelling and simulation of biological systems. The research should extend or enrich structural systems biology, a broad concept that the unit is pursuing, in conjunction with a strong computational biology programme.
In line with EMBL’s scientific programme from Molecules to Ecosystems, the SCB Unit is also interested in candidates that have research programs related to EMBL’s transversal themes; for example, the SCB Unit has already considerable strengths in Planetary Biology and Microbial Ecosystems. The future group leader will be embedded in the multidisciplinary and collaborative environment of EMBL, which provides many opportunities for interaction with other research groups.
You have
The ambition to work on fundamental biological questions, which implies both, biological discoveries or methodological advances. Furthermore, your research complements and synergizes with the activities of the SCB Unit and the whole of EMBL. You should therefore demonstrate a strong motivation to work in the collaborative and multidisciplinary environment of EMBL.
In addition, you should be dedicated to develop effective relationships and to provide leadership and guidance to team members. The ability to work independently and to participate in a collaborative team effort is desirable, as is a pro-active and positive problem-solving mind-set.
EMBL’s future scientific directions…
EMBL’s new program, Molecules to Ecosystems, includes a vision to advance our understanding of ecosystems at the molecular level, applying expertise in molecular biology to study life in its natural context. New research areas will focus on applying experimental, computational and theoretical approaches to study at multiple levels (molecules, cells, tissues and populations) how organisms interact with each other and respond to environmental change. SCB will be happy to host structural or molecular systems biology activities related to the new transversal themes.

Planetary Biology – aiming to understand how microbes, plants, and animals interact with each other and with their abiotic environments at the molecular level.

Microbial Ecosystems – studying microorganisms, how they live in communities and interact with their environments, including host organisms.

Infection Biology – unravelling new strategies to treat infections by studying pathogens, their molecular machineries, their interface with the host, and their ability to spread in populations and across hosts.

Human Ecosystems – applying computational and experimental approaches to reveal the impact of the environment on human health and physiology, both at the individual and the population level.

Theory – using modelling, mathematical reasoning, and conceptual approaches to study complex and dynamic biological systems.

Why join us
EMBL appoints group leaders from early on in their career and provides a very supportive environment for your first independent position in order to achieve your research goals. The initial “Lead your Lab” management training is provided for all incoming group leaders.
The SCB Unit at EMBL offers access to an outstanding integrated structural biology environment that includes a particularly well equipped cryo-electron microscopy facility. The Unit also interacts closely with the EMBL Imaging Centre that offers access to a broad spectrum of electron and light microscopy technologies with special emphasis on correlative approaches. Further information about research in the SCB Unit and at EMBL can be found at the EMBL web page.
EMBL is curiosity-driven, community-oriented and international. As an inclusive, equal opportunity employer, we believe that diversity enables us to collaborate more effectively and be innovative in our approaches. We are, therefore, committed to creating an inclusive and flexible culture – one where everyone can realise their full potential and make a positive contribution to our organisation. We encourage applications from individuals who can complement our existing team – we believe that success is built on having teams whose backgrounds and personal experiences reflect the diversity of the populations that our science serves. We actively encourage applications from all genders and cultures, ethnic groups and all demographics to help us avoid perpetuating biases and oversights at this transformational point in our people strategy.EMBL offers attractive conditions and benefits appropriate to an international research organisation with a very collegial and family-friendly working environment. Competitive salary and social security benefits, financial support for relocation, a relaxed culture, professional development, an on-site nursery, canteen and other staff facilities make EMBL a great place to work.
What else you need to know
We are Europe’s flagship research laboratory for the life sciences – an intergovernmental organisation performing scientific research in disciplines including molecular biology, physics, chemistry and computer science. We are an international, innovative and interdisciplinary laboratory with more than 1800 employees from more than 80 countries, operating across six sites, in Heidelberg (HQ), Barcelona, Hinxton near Cambridge, Hamburg, Grenoble and Rome.The working language of the institute is English.In your online application, you will be asked to include a cover letter, your CV, the names and contact details of 3 referees and a concise description of research interests & future research plans, typically not exceeding five pages. Should you plan to submit your application close to the deadline, please inform your referees in advance so they can be ready to send their LOR preferably by the deadline of the call.In addition, you will be asked to provide your potential interest in one (max two) transversal themes and are also invited to apply for multiple positions if relevant.Before applying, please read full application instructions here .
Interviews are planned for 7 – 10 November 2022. Same interview conditions will be applied to all candidates, despite of the potential travel restrictions due to the Covid-19 situation.Information on Group Leader appointments can be found here http://www.embl.org/gl_faq.An initial contract of 5 years will be offered to the successful candidate. This is foreseen to be extended to a maximum of 9 years, subject to an external review.Further information about the position can be obtained from the Head of Unit, Christoph Müller.
EMBL is a signatory of the San Francisco Declaration on Research Assessment (DORA). We support fair and responsible research assessment, which includes its recruitment and performance assessment processes. We recognize a range of research outputs, discourage inappropriate use of proxies such as journal impact factors, and value research outputs based on their intrinsic merit";European Molecular Biology Laboratory (EMBL);;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=y5h5KkyxOV0AAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-08-05
PhD Biology, Biochemistry - New Synthetic Cell Composites, Immunotherapy (m/f/d);The INM - Leibniz Institute for New Materials in Saarbrücken, Germany, is an internationally leading center for materials research, with a particular focus on biomaterials and biointerfaces, and their exploitation for medical applications. We are seeking PhD students with a background in biology, biochemistry, biophysics, chemistry or physics to enroll in the Leibniz ScienceCampus Living Therapeutic Materials () and work on the development of advanced synthetic cell systems for applications at the intersection of cancer immunotherapy and immunoregulatory materials.INM’s research group Immuno-Materials investigates how microscale cell-like materials can be formed such that they combine multiple life-like functionalities and can be integrated into living systems. For this we apply organoid cultures, bottom-up synthetic biology and microfluidics to reconstitute immunoregulatory processes for therapeutic applications. In the new project ART-TIME (ARTificial Tumor Immune Microenvironments), we invite applications for aPHD STUDENT (M/F/D)on development of new synthetic cell composites for immunotherapystarting on November 1st 2022 (with some flexibility). Design, construct and characterize synthetic cell models with immunological properties.Investigate immunoregulatory interactions between synthetic cells, cancer cells and immune velop new strategies for the culture of tumor organoids for immunotherapeutic purposes.Investigate the activation of primary human immune cells by synthetic cell materials. Master’s degree in biology, biochemistry, biophysics, chemistry, physics, or a related field.Interest and possibly experience in biohybrid materials, synthetic biology or organoid culture.Previous experience with advanced light microscopy imaging, electron microscopy, transcriptome profiling and other characterization techniques is beneficial.Very good communication and writing skills and thorough command of the English language. German language skills are beneficial but no required. on scientifically interesting and technically relevant challenges in a motivated research group that collaborates with leading researchers and institutions,in an institute that supports you to perform high-quality research and to present and publish your research results,in an interdisciplinary and international institute with excellent infrastructure,at the heart of the Greater Region (Germany, France, Luxemburg, Belgium;INM - Leibniz-Institute for New Materials gGmbH;PhD;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=8c4ESQhiA68AAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-08-05
PhD student (m/f/d);"The INM – Leibniz Institute for New Materials in Saarbrücken, Germany, is an internationally leading center for materials research, with a particular focus on biomaterials and biointerfaces, and their exploitation for medical applications. We are seeking PhD students with a background in biology, biochemistry, biophysics, chemistry or physics to enroll in the Leibniz ScienceCampus Living Therapeutic Materials (https://www.lsclifemat.de/) and work on the development of advanced synthetic cell systems for applications at the intersection of cancer immunotherapy and immunoregulatory materials.
INM’s research group Immuno-Materials investigates how microscale cell-like materials can be formed such that they combine multiple life-like functionalities and can be integrated into living systems. For this we apply organoid cultures, bottom-up synthetic biology and microfluidics to reconstitute immunoregulatory processes for therapeutic applications. In the new project ART-TIME (ARTificial Tumor Immune Microenvironments), we invite applications for a

PHD STUDENT (M/F/D)
on development of new synthetic cell composites for immunotherapy

starting on November 1st 2022 (with some flexibility).

Your tasks

Design, construct and characterize synthetic cell models with immunological properties.
• Investigate immunoregulatory interactions between synthetic cells, cancer cells and immune cells.
• Develop new strategies for the culture of tumor organoids for immunotherapeutic purposes.
• Investigate the activation of primary human immune cells by synthetic cell materials.

Your profile
• Master’s degree in biology, biochemistry, biophysics, chemistry, physics, or a related field.
• Interest and possibly experience in biohybrid materials, synthetic biology or organoid culture.
• Previous experience with advanced light microscopy imaging, electron microscopy, transcriptome profiling and other characterization techniques is beneficial.
• Very good communication and writing skills and thorough command of the English language. German language skills are beneficial but no required.

You will work…
• on scientifically interesting and technically relevant challenges in a motivated research group that collaborates with leading researchers and institutions,
• in an institute that supports you to perform high-quality research and to present and publish your research results,
• in an interdisciplinary and international institute with excellent infrastructure,
• at the heart of the Greater Region (Germany, France, Luxemburg, Belgium).

Interested? We are looking forward to receive your application (CV, publication list, motivation letter, at least one reference) by August 21st, 2022. Please send it via e-mail (single pdf file < 5 MB) to Dr. Oskar Staufer.

E-mail: oskar.staufer@leibniz-inm.de • Reference: “PhD: Immuno Materials”

The INM is an equal-opportunity employer with a certified family-friendly policy and it provides offers for a better work life balance, flexi-time and mobile working. We promote the professional opportunities of women and strongly encourage them to apply. Severely disabled applicants with equal qualification and aptitude will be given preferential consideration.

Contact:
INM – Leibniz-Institut for New Materials gGmbH
Campus D2 2 in 66123 Saarbruecken, Saarland, Germany
Dr. Oskar Staufer – Head of Immuno-Materials
www.leibniz-inm.de/en

View or Apply

To help us track our recruitment effort, please indicate in your cover/motivation letter where (vacanciesineu.com) you saw this job posting";INM - Leibniz-Institut für Neue Materialien gGmbH;PhD;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=q2RezVGcrU8AAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-08-05
Group Leader;"The Structural and Computational Biology (SCB) Unit at EMBL Heidelberg pursues an ambitious and cross-disciplinary research program in integrated structural and computational systems biology, bridging between temporal and spatial scales. The SCB Unit seeks to recruit a highly motivated group leader in the area of structural or molecular systems biology to address fundamental questions in life sciences. Your role

Establish an independent and innovative research programme. The SCB Unit is interested in attracting candidates that pursue experimental or computational approaches, which can contribute to or interface with integrated structural biology. Research areas can be diverse including chemical biology, (high-throughput) biochemistry, biophysics, proteomics, metabolomics, synthetic biology, modelling and simulation of biological systems. The research should extend or enrich structural systems biology, a broad concept that the unit is pursuing, in conjunction with a strong computational biology programme.

In line with EMBL’s scientific programme from Molecules to Ecosystems, the SCB Unit is also interested in candidates that have research programs related to EMBL’s transversal themes; for example, the SCB Unit has already considerable strengths in Planetary Biology and Microbial Ecosystems. The future group leader will be embedded in the multidisciplinary and collaborative environment of EMBL, which provides many opportunities for interaction with other research groups.";EMBL;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=08Az11UI4Y4AAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-08-05
Biologist - Systems Biology-Gene Therapy (m/f/d);"At Bayer we re visionaries, driven to solve the world s toughest challenges and striving for a world where ,Health for all, Hunger for none is no longer a dream, but a real possibility. We re doing it with energy, curiosity and sheer dedication, always learning from unique perspectives of those around us, expanding our thinking, growing our capabilities and redefining impossible . There are so many reasons to join us. If you re hungry to build a varied and meaningful career in a community of brilliant and diverse minds to make a real difference, there s only one choice.
Research Scientist Position Systems Biology-Gene Therapy (m/f/d)

Design and optimize in vitro and in vivo transgenes for gene therapy programs for efficacy, reduced off targets and immunogenicity (including promoters, miRNA, CDS, RNAi, CRISPR)
Design, plan and accordingly conduct experiments to develop gene therapy-based therapeutics
Contribute to delivering gene therapy clinical candidates
Develop recombinant AAV therapeutics regardless of the therapeutic area by collaborating with the subject matter experts in Research, Translational, Clinical, and Regulatory organizations
Contribute to technical discussions and investigations within the cross-disciplinary gene therapy project teams
Present regular updates in internal meetings respecting timelines

PhD, or equivalent degree, in molecular biology, synthetic biology, biomedicine, biochemistry, biotechnology with extensive expertise in engineering DNA/RNA (CRISPR, ZNF, miRNA, etc) editing tools for gene therapy or cell engineering applications
Experience with recombinant AAV vectors and/or equivalent viral vector platforms is a plus
Knowledge in molecular mechanisms of transcriptional regulation as well as a track record in molecular/synthetic biology preferably applied to gene therapy
Experience with cellular molecular imaging, FACS sorting and other cell biology assays
Experience with working in S2 coditions as well as openness to work with rodents when/if needed
Programming and bioinformatics skills and hands-on experience with high-throughput data analysis: NGS and/or other omics data, is a plus
Ability to simultaneously support multiple projects and work in a fast-paced environment
Fluent in English, both written and spoken";Bayer AG;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=MIugKt0SI2MAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-08-05
PhD Biology, Biochemistry - New Synthetic Cell Composites, Immunotherapy (m/f/d);"The INM - Leibniz Institute for New Materials in Saarbrücken, Germany, is an internationally leading center for materials research, with a particular focus on biomaterials and biointerfaces, and their exploitation for medical applications. We are seeking PhD students with a background in biology, biochemistry, biophysics, chemistry or physics to enroll in the Leibniz ScienceCampus Living Therapeutic Materials (https://www.lsclifemat.de/) and work on the development of advanced synthetic cell systems for applications at the intersection of cancer immunotherapy and immunoregulatory materials.

INM’s research group Immuno-Materials investigates how microscale cell-like materials can be formed such that they combine multiple life-like functionalities and can be integrated into living systems. For this we apply organoid cultures, bottom-up synthetic biology and microfluidics to reconstitute immunoregulatory processes for therapeutic applications. In the new project ART-TIME (ARTificial Tumor Immune Microenvironments), we invite applications for a

PHD STUDENT (M/F/D)

on development of new synthetic cell composites for immunotherapy

starting on November 1st 2022 (with some flexibility).

Design, construct and characterize synthetic cell models with immunological properties.

Investigate immunoregulatory interactions between synthetic cells, cancer cells and immune cells.

Develop new strategies for the culture of tumor organoids for immunotherapeutic purposes.

Investigate the activation of primary human immune cells by synthetic cell materials.

Master’s degree in biology, biochemistry, biophysics, chemistry, physics, or a related field.

Interest and possibly experience in biohybrid materials, synthetic biology or organoid culture.

Previous experience with advanced light microscopy imaging, electron microscopy, transcriptome profiling and other characterization techniques is beneficial.

Very good communication and writing skills and thorough command of the English language. German language skills are beneficial but no required.

on scientifically interesting and technically relevant challenges in a motivated research group that collaborates with leading researchers and institutions,

in an institute that supports you to perform high-quality research and to present and publish your research results,

in an interdisciplinary and international institute with excellent infrastructure,

at the heart of the Greater Region (Germany, France, Luxemburg, Belgium";INM - Leibniz-Institute for New Materials gGmbH;PhD;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=WM5nNmSMU60AAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-08-05
Biologist - Systems Biology-Gene Therapy (m/f/d);"At Bayer we re visionaries, driven to solve the world s toughest challenges and striving for a world where ,Health for all, Hunger for none is no longer a dream, but a real possibility. We re doing it with energy, curiosity and sheer dedication, always learning from unique perspectives of those around us, expanding our thinking, growing our capabilities and redefining impossible . There are so many reasons to join us. If you re hungry to build a varied and meaningful career in a community of brilliant and diverse minds to make a real difference, there s only one choice.
Research Scientist Position Systems Biology-Gene Therapy (m/f/d)

Design and optimize in vitro and in vivo transgenes for gene therapy programs for efficacy, reduced off targets and immunogenicity (including promoters, miRNA, CDS, RNAi, CRISPR)
Design, plan and accordingly conduct experiments to develop gene therapy-based therapeutics
Contribute to delivering gene therapy clinical candidates
Develop recombinant AAV therapeutics regardless of the therapeutic area by collaborating with the subject matter experts in Research, Translational, Clinical, and Regulatory organizations
Contribute to technical discussions and investigations within the cross-disciplinary gene therapy project teams
Present regular updates in internal meetings respecting timelines

PhD, or equivalent degree, in molecular biology, synthetic biology, biomedicine, biochemistry, biotechnology with extensive expertise in engineering DNA/RNA (CRISPR, ZNF, miRNA, etc) editing tools for gene therapy or cell engineering applications
Experience with recombinant AAV vectors and/or equivalent viral vector platforms is a plus
Knowledge in molecular mechanisms of transcriptional regulation as well as a track record in molecular/synthetic biology preferably applied to gene therapy
Experience with cellular molecular imaging, FACS sorting and other cell biology assays
Experience with working in S2 coditions as well as openness to work with rodents when/if needed
Programming and bioinformatics skills and hands-on experience with high-throughput data analysis: NGS and/or other omics data, is a plus
Ability to simultaneously support multiple projects and work in a fast-paced environment
Fluent in English, both written and spoken";Bayer AG;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=6YHxuN2DIasAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-08-05
PhD Biology, Biochemistry - New Synthetic Cell Composites, Immunotherapy (m/f/d);"The INM - Leibniz Institute for New Materials in Saarbrücken, Germany, is an internationally leading center for materials research, with a particular focus on biomaterials and biointerfaces, and their exploitation for medical applications. We are seeking PhD students with a background in biology, biochemistry, biophysics, chemistry or physics to enroll in the Leibniz ScienceCampus Living Therapeutic Materials (https://www.lsclifemat.de/) and work on the development of advanced synthetic cell systems for applications at the intersection of cancer immunotherapy and immunoregulatory materials.

INM’s research group Immuno-Materials investigates how microscale cell-like materials can be formed such that they combine multiple life-like functionalities and can be integrated into living systems. For this we apply organoid cultures, bottom-up synthetic biology and microfluidics to reconstitute immunoregulatory processes for therapeutic applications. In the new project ART-TIME (ARTificial Tumor Immune Microenvironments), we invite applications for a

PHD STUDENT (M/F/D)

on development of new synthetic cell composites for immunotherapy

starting on November 1st 2022 (with some flexibility).

Design, construct and characterize synthetic cell models with immunological properties.

Investigate immunoregulatory interactions between synthetic cells, cancer cells and immune cells.

Develop new strategies for the culture of tumor organoids for immunotherapeutic purposes.

Investigate the activation of primary human immune cells by synthetic cell materials.

Master’s degree in biology, biochemistry, biophysics, chemistry, physics, or a related field.

Interest and possibly experience in biohybrid materials, synthetic biology or organoid culture.

Previous experience with advanced light microscopy imaging, electron microscopy, transcriptome profiling and other characterization techniques is beneficial.

Very good communication and writing skills and thorough command of the English language. German language skills are beneficial but no required.

on scientifically interesting and technically relevant challenges in a motivated research group that collaborates with leading researchers and institutions,

in an institute that supports you to perform high-quality research and to present and publish your research results,

in an interdisciplinary and international institute with excellent infrastructure,

at the heart of the Greater Region (Germany, France, Luxemburg, Belgium";INM - Leibniz-Institute for New Materials gGmbH;PhD;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=BABAXTRP81QAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-08-05
PhD Biology - Synthetic Cell Composites, Immunotherapy (m/w/d);"The INM - Leibniz Institute for New Materials in Saarbrücken, Germany, is an internationally leading center for materials research, with a particular focus on biomaterials and biointerfaces, and their exploitation for medical applications. We are seeking PhD students with a background in biology, biochemistry, biophysics, chemistry or physics to enroll in the Leibniz ScienceCampus Living Therapeutic Materials (https://www.lsclifemat.de/) and work on the development of advanced synthetic cell systems for applications at the intersection of cancer immunotherapy and immunoregulatory materials.

INM’s research group Immuno-Materials investigates how microscale cell-like materials can be formed such that they combine multiple life-like functionalities and can be integrated into living systems. For this we apply organoid cultures, bottom-up synthetic biology and microfluidics to reconstitute immunoregulatory processes for therapeutic applications. In the new project ART-TIME (ARTificial Tumor Immune Microenvironments), we invite applications for a

PHD STUDENT (M/F/D)

on development of new synthetic cell composites for immunotherapy

starting on November 1st 2022 (with some flexibility).

Design, construct and characterize synthetic cell models with immunological properties.
Investigate immunoregulatory interactions between synthetic cells, cancer cells and immune cells.
Develop new strategies for the culture of tumor organoids for immunotherapeutic purposes.
Investigate the activation of primary human immune cells by synthetic cell materials.

Master’s degree in biology, biochemistry, biophysics, chemistry, physics, or a related field.
Interest and possibly experience in biohybrid materials, synthetic biology or organoid culture.
Previous experience with advanced light microscopy imaging, electron microscopy, transcriptome profiling and other characterization techniques is beneficial.
Very good communication and writing skills and thorough command of the English language. German language skills are beneficial but no required.

on scientifically interesting and technically relevant challenges in a motivated research group that collaborates with leading researchers and institutions,
in an institute that supports you to perform high-quality research and to present and publish your research results,
in an interdisciplinary and international institute with excellent infrastructure,
at the heart of the Greater Region (Germany, France, Luxemburg, Belgium";INM Leibniz Institute for New Materials gGmbH;PhD;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=QNzryPDwjdEAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-08-05
Biologist - Systems Biology-Gene Therapy (m/f/d);"At Bayer we re visionaries, driven to solve the world s toughest challenges and striving for a world where ,Health for all, Hunger for none is no longer a dream, but a real possibility. We re doing it with energy, curiosity and sheer dedication, always learning from unique perspectives of those around us, expanding our thinking, growing our capabilities and redefining impossible . There are so many reasons to join us. If you re hungry to build a varied and meaningful career in a community of brilliant and diverse minds to make a real difference, there s only one choice.
Research Scientist Position Systems Biology-Gene Therapy (m/f/d)

Design and optimize in vitro and in vivo transgenes for gene therapy programs for efficacy, reduced off targets and immunogenicity (including promoters, miRNA, CDS, RNAi, CRISPR)
Design, plan and accordingly conduct experiments to develop gene therapy-based therapeutics
Contribute to delivering gene therapy clinical candidates
Develop recombinant AAV therapeutics regardless of the therapeutic area by collaborating with the subject matter experts in Research, Translational, Clinical, and Regulatory organizations
Contribute to technical discussions and investigations within the cross-disciplinary gene therapy project teams
Present regular updates in internal meetings respecting timelines

PhD, or equivalent degree, in molecular biology, synthetic biology, biomedicine, biochemistry, biotechnology with extensive expertise in engineering DNA/RNA (CRISPR, ZNF, miRNA, etc) editing tools for gene therapy or cell engineering applications
Experience with recombinant AAV vectors and/or equivalent viral vector platforms is a plus
Knowledge in molecular mechanisms of transcriptional regulation as well as a track record in molecular/synthetic biology preferably applied to gene therapy
Experience with cellular molecular imaging, FACS sorting and other cell biology assays
Experience with working in S2 coditions as well as openness to work with rodents when/if needed
Programming and bioinformatics skills and hands-on experience with high-throughput data analysis: NGS and/or other omics data, is a plus
Ability to simultaneously support multiple projects and work in a fast-paced environment
Fluent in English, both written and spoken";Bayer AG;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=FFvqtuQAdGoAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-08-05
Postdoc in host-microbe interactions (f/m/x);"Area of research:Scientific / postdoctoral postsJob description:: Discover personalized medical solutions for environmentally triggered diseases to promote a healthier society in a rapidly changing world.The is looking for a highly motivated postdoc (f/m/x) with a strong background in host-microbe interactions to work on a project investigating phage-bacteria-host interactions using in vitro, in vivo and ex vivo systems. In contrast to the classical approaches commonly used in phage research, we are using single-cell technologies, multi-omics methods, culture-independent techniques, and machine learning to study phages and their interaction with the bacterial and human host for developing novel therapeutics. Ultimately, we are aiming to develop personalized phage-based treatments against infections by multi-resistant bacteria and for manipulating the human microbiome in dysbiosis associated diseases.Postdoc in host-microbe interactions (f/m/x)101559Full timeNeuherberg near MunichPostdocsYour responsibilitiesThe successful applicant is expected to
develop and use suitable model systems including tissue cultures, organoids, and animal models for evaluating the efficacy of phages and phage cocktails
study the molecular mechanisms of the interaction and crosstalk between phage, bacteria and host target cells using multi-omics approaches.

Your qualifications
PhD in microbiology, virology, molecular biology, or a related field
Strong skills in developing and applying in vitro, in vivo and ex vivo models
Excellent written and verbal communication English skills
Two first-author papers in an international peer reviewed journal

Other desirable skills:
Experience with flowcytometry, confocal microscopy, RNA-seq, different immunological assays and synthetic biology
Excellent understanding of key biological pathways
Detailed oriented and good problem-solving skills
Advanced organizational and analytical skills
Ability to design relevant methodological approaches to answer complex biological question

What we offer youwork-life balanceflexible working hours & working-time modelscontinuous education and training30 days annual leaveon-site health management servicehome office optionson-site nursery & holiday careelder care company pension scheme discounted public transport ticketMunich, with its numerous lakes and its vicinity to the Alps, is considered to be one of the cities with the best quality of life worldwide. With its first-class universities and world-leading research institutions it offers an intellectually stimulating environment.Provided that the prerequisites are fulfilled, a salary level up to E 13 is possible. Social benefits are based on the collective agreement for the federal public service (TVöD). The position is (initially) limited to 1 Jahr, under certain circumstances an extension can be arranged.To promote diversity, we welcome applications from talented people regardless of gender, cultural background, nationality, ethnicity, sexual identity, physical abilities, religion and age. Qualified applicants with physical disabilities will be given preference.If you have obtained a university degree abroad, we require further documents from you regarding the recognition of the degree.Interested?If you have further questions, simply contact Fr. Dr. Li Deng, 089 3187-49195, who will be happy to be of assistance. Helmholtz Zentrum MünchenDeutsches Forschungszentrum für Gesundheit und Umwelt (GmbH)Institute of VirologyIngolstädter Landstraße 185764 OberschleißheimTotal E-Quality Award for excellent gender equality policy for women and men: Helmholtz Munich is particularly committed to promoting professional equality between women and men. It therefore aims to increase the proportion of the underrepresented sex in the respective field. Helmholtz Munich is part of the Helmholtz Association, Germany’s largest scientific organization. Altogether 43.000 people currently work in its 18 scientific-technical and biological-medical research centers. The Association’s annual budget amounts to around 5 billion Euros.This research center is part of the Helmholtz Association of German Research Centers. With more than 42,000 employees and an annual budget of over € 5 billion, the Helmholtz Association is Germany’s largest scientific organisation";Helmholtz Munich;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=2DIg45Dx3zEAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-08-05
